,flood_start,flood_end,Pays,Région,Cercle,Commune,Quartier/Villages
699,2007-07-04,2007-07-04,,MOPTI,BANDIAGAR,DANDOLI,
700,2007-07-04,2007-07-04,,MOPTI,BANDIAGAR,DOUCOUMBO,
701,2007-07-04,2007-07-04,,MOPTI,BANDIAGAR,BANDIAGAR,
702,2007-07-01,2007-07-01,,SIKASSO,YOROSSO,YOROSSO,
703,2007-06-03,2007-06-17,Mali,SEGOU,,,
704,2007-06-03,2007-06-17,Mali,KAYES,,,
705,2007-06-03,2007-06-17,Mali,SIKASSO,,,
706,2007-06-03,2007-06-17,Mali,KOULIKORO,,,
707,2007-06-03,2007-06-17,Mali,GAO,,,
708,2007-06-03,2007-06-17,Mali,MOPTI,,,
709,2007-04-20,2007-04-20,,TOMBOUCTO,TOMBOUCTO,TOMBOUCTO,
710,2007-04-04,2007-04-04,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
711,2007-02-26,2007-02-26,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
712,2007-01-22,2007-01-22,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
713,2006-08-31,2006-08-31,,SIKASSO,YOROSSO,KOURY,
714,2006-08-27,2006-08-27,,TOMBOUCTO,TOMBOUCTO,TOMBOUCTO,
715,2006-08-24,2006-08-24,,MOPTI,DJENNE,,
716,2006-08-23,2006-08-23,,SEGOU,MACINA,MATOMO,
717,2006-08-23,2006-08-23,,SEGOU,MACINA,SOULEYE,
718,2006-08-23,2006-08-23,,MOPTI,DJENNE,FEMAYE,
719,2006-08-11,2006-08-11,,SEGOU,BLA,,
720,2006-08-11,2006-08-11,,SEGOU,NIONO,MARIKO,
721,2006-08-09,2006-08-09,,MOPTI,DOUENTZA,DOUENTZA,
722,2006-08-09,2006-08-09,,SIKASSO,KOUTIALA,KOUTIALA-,
723,2006-08-08,2006-08-08,,SEGOU,SAN,KARABA,
724,2006-08-03,2006-08-17,Mali,SIKASSO,,,
725,2006-08-03,2006-08-17,Mali,GAO,,,
726,2006-07-29,2006-07-29,,GAO,ANSONGO,BARA,
727,2005-09-21,2005-09-27,Mali,KAYES,KAYES,,
728,2005-08-18,2005-08-18,,KOULIKORO,KATI,KALABANCO,
729,2005-06-06,2005-06-07,Mali,GAO,ANSONGO,,"Ansongo, Ouatagouna, Talataye "
730,2004-08-15,2004-08-15,,SEGOU,SEGOU,MARKALA,
731,2004-08-15,2004-08-15,,KAYES,YELIMANE,GORY,
732,2004-08-15,2004-08-15,,KAYES,YELIMANE,SOUMPOU,
733,2004-08-15,2004-08-15,,KAYES,YELIMANE,DIAFOUNOU,
734,2004-08-15,2004-08-15,,KAYES,KAYES,GOUMERA,
735,2004-08-15,2004-08-15,,MOPTI,DOUENTZA,DOUENTZA,
736,2004-08-15,2004-08-15,,KIDAL,KIDAL,KIDAL,
737,2004-08-15,2004-08-15,,KAYES,NIORO,NIORO-COM,
738,2004-06-12,2004-06-12,,KOULIKORO,NARA,FALLOU,
739,2004-06-01,2004-06-01,,TOMBOUCTO,GOUNDAM,ADARMALAN,
740,2004-01-31,2004-01-31,,KAYES,KAYES,GOUMERA,
741,2003-09-10,2003-09-11,Mali,,,,
742,2003-09-09,2003-09-09,,MOPTI,MOPTI,MOPTI-COM,
743,2003-08-24,2003-08-24,,TOMBOUCTO,TOMBOUCTO,TOMBOUCTO,
744,2003-08-17,2003-08-17,,MOPTI,DJENNE,MADIAMA,
745,2003-08-10,2003-08-24,Mali,TOMBOUCTOU,,,
746,2003-08-10,2003-08-24,Mali,GAO,,,
747,2003-08-10,2003-08-24,Mali,MOPTI,,,
748,2003-08-10,2003-08-24,Mali,SEGOU,,,
749,2003-08-10,2003-08-24,Mali,KOULIKORO,,,
750,2003-08-10,2003-08-10,,SEGOU,TOMINIAN,TOMINIAN,
751,2003-08-07,2003-08-07,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
752,2003-08-01,2003-08-01,,KOULIKORO,NARA,NARA,
753,2003-07-17,2003-07-17,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
754,2002-08-28,2002-08-28,,TOMBOUCTO,GOUNDAM,GOUNDAM,
755,2002-08-08,2002-08-08,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
756,2002-07-26,2002-07-27,Mali,TOMBOUCTOU,,,"Goundam, Tombouctou , Gao, Bamako "
757,2002-07-26,2002-07-27,Mali,GAO,,,"Goundam, Tombouctou , Gao, Bamako "
758,2002-07-26,2002-07-27,Mali,BAMAKO,,,"Goundam, Tombouctou , Gao, Bamako "
759,2002-07-25,2002-07-27,Mali,TOMBOUCTOU,,,"Goundam, Tombouctou , Gao, Bamako "
760,2002-07-25,2002-07-27,Mali,GAO,,,"Goundam, Tombouctou , Gao, Bamako "
761,2002-07-25,2002-07-27,Mali,BAMAKO,,,"Goundam, Tombouctou , Gao, Bamako "
762,2001-09-17,2001-09-18,Mali,,,,
763,2001-08-18,2001-09-01,Mali,SIKASSO,,,
764,2001-08-18,2001-09-01,Mali,KIDAL,,,
765,2001-08-18,2001-09-01,Mali,MOPTI,,,
766,2001-08-18,2001-09-01,Mali,KOULIKORO,,,
767,2001-08-18,2001-09-01,Mali,BAMAKO,,,
768,2001-08-18,2001-09-01,Mali,SEGOU,,,
769,2001-07-27,2001-07-27,,MOPTI,MOPTI,SIO,
770,2001-07-16,2001-07-16,,MOPTI,MOPTI,KONNA,
771,2001-06-01,2001-06-01,,TOMBOUCTO,GOURMA-RH,SERERE,
772,2000-08-25,2000-08-26,Mali,KIDAL,ABEIBARA,,Abeibara 
773,1999-09-22,1999-09-22,,TOMBOUCTO,TOMBOUCTO,TOMBOUCTO,
774,1999-09-18,1999-09-18,,SIKASSO,YANFOLILA,WASSOULOU,
775,1999-08-23,1999-08-23,,TOMBOUCTO,TOMBOUCTO,TOMBOUCTO,
776,1999-08-22,1999-08-22,,TOMBOUCTO,TOMBOUCTO,TOMBOUCTO,
777,1999-08-22,1999-08-22,,TOMBOUCTO,GOURMA-RH,BAMBARA-M,
778,1999-08-21,1999-08-21,,TOMBOUCTO,GOUNDAM,BINTAGOUN,
779,1999-08-21,1999-08-21,,TOMBOUCTO,GOUNDAM,TONKA,
780,1999-08-21,1999-08-21,,TOMBOUCTO,GOUNDAM,GOUNDAM,
781,1999-08-21,1999-08-21,,TOMBOUCTO,NIAFUNKE,LERE,
782,1999-08-21,1999-08-21,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
783,1999-08-21,1999-08-21,,TOMBOUCTO,GOUNDAM,TILEMSI,
784,1999-08-21,1999-08-21,,TOMBOUCTO,NIAFUNKE,SOUBOUNDO,
785,1999-08-21,1999-08-21,,TOMBOUCTO,GOURMA-RH,GOSSI,
786,1999-08-21,1999-08-21,,TOMBOUCTO,DIRE,DIRE,
787,1999-08-21,1999-08-21,,TOMBOUCTO,NIAFUNKE,FITOUNGA,
788,1999-08-20,1999-08-20,,MOPTI,DOUENTZA,DOUENTZA,
789,1999-08-20,1999-08-20,,KOULIKORO,KATI,OUELESSEB,
790,1999-08-20,1999-08-20,,SIKASSO,KOLONDIEB,KOLONDIEB,
791,1999-08-19,1999-08-19,,KOULIKORO,KANGABA,MINIDIAN,
792,1999-08-18,1999-08-18,,KOULIKORO,KANGABA,NOUGA,
793,1999-08-18,1999-08-18,,SIKASSO,YANFOLILA,WASSOULOU,
794,1999-08-17,1999-08-17,,MOPTI,TENENKOU,,
795,1999-08-17,1999-08-17,,KOULIKORO,KATI,SIBY,
796,1999-08-17,1999-08-17,,MOPTI,MOPTI,MOPTI-COM,
797,1999-08-15,1999-08-15,,SEGOU,NIONO,NIONO,
798,1999-08-15,1999-08-15,,SIKASSO,KOUTIALA,DIEDOUGOU,
799,1999-08-14,1999-08-14,,SEGOU,BARAOUELI,SANANDO,
800,1999-08-14,1999-08-14,,SEGOU,TOMINIAN,TIMISSA,
801,1999-08-14,1999-08-14,,SEGOU,TOMINIAN,MANDIAKUY,
802,1999-08-14,1999-08-14,,SEGOU,TOMINIAN,TOMINIAN,
803,1999-08-11,1999-08-11,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
804,1999-08-11,1999-08-11,,SEGOU,BARAOUELI,KONOBOUGO,
805,1999-08-11,1999-08-11,,SEGOU,BARAOUELI,SANANDO,
806,1999-08-11,1999-08-11,,SIKASSO,BOUGOUNI,KELEYA,
807,1999-08-10,1999-08-10,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
808,1999-08-10,1999-08-10,,SEGOU,BARAOUELI,BARAOUELI,
809,1999-08-10,1999-08-10,,SEGOU,BARAOUELI,KONOBOUGO,
810,1999-08-06,1999-08-06,,SIKASSO,BOUGOUNI,BOUGOUNI-,
811,1999-08-05,1999-08-05,,KAYES,KAYES,SAME-DIOM,
812,1999-08-05,1999-08-05,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
813,1999-08-05,1999-08-05,,KOULIKORO,KATI,OUELESSEB,
814,1999-08-04,1999-08-05,Mali,BAMAKO,BAMAKO,,"Bamako, Koulikoro, Keleya & Koutiala"
815,1999-08-04,1999-08-05,Mali,KOULIKORO,BAMAKO,,"Bamako, Koulikoro, Keleya & Koutiala"
816,1999-08-04,1999-08-05,Mali,,BAMAKO,,"Bamako, Koulikoro, Keleya & Koutiala"
817,1999-08-04,1999-08-05,Mali,BAMAKO,KOUTIALA,,"Bamako, Koulikoro, Keleya & Koutiala"
818,1999-08-04,1999-08-05,Mali,KOULIKORO,KOUTIALA,,"Bamako, Koulikoro, Keleya & Koutiala"
819,1999-08-04,1999-08-05,Mali,,KOUTIALA,,"Bamako, Koulikoro, Keleya & Koutiala"
820,1999-08-02,1999-08-02,,KOULIKORO,KOULIKORO,DINANDOUG,
821,1999-08-01,1999-08-01,,KAYES,KAYES,KAYES-COM,
822,1999-07-12,1999-07-12,,SEGOU,BLA,BLA,
823,1998-09-22,1998-09-22,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
824,1998-09-01,1998-09-15,Mali,KOULIKORO,,,"Koulikoro, Kayes"
825,1998-09-01,1998-09-15,Mali,KAYES,,,"Koulikoro, Kayes"
826,1998-08-17,1998-08-17,,GAO,ANSONGO,BARA,
827,1998-08-13,1998-08-13,,KAYES,KAYES,KAYES-COM,
828,1998-08-05,1998-08-05,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
829,1998-06-17,1998-06-18,Mali,TOMBOUCTOU,ASANGO,ASANGO,Asango
830,1997-08-27,1997-08-27,,MOPTI,MOPTI,MOPTI-COM,
831,1997-07-31,1997-07-31,,KOULIKORO,KANGABA,NARENA,
832,1997-05-05,1997-05-05,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
833,1996-08-11,1996-08-11,,KOULIKORO,KOULIKORO,KOULIKORO,
834,1996-08-04,1996-08-04,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
835,1996-07-26,1996-07-26,,SEGOU,TOMINIAN,TOMINIAN,
836,1996-06-13,1996-06-13,,SIKASSO,SIKASSO,ZANIENA,
837,1995-08-10,1995-08-10,,SEGOU,BARAOUELI,BARAOUELI,
838,1995-07-17,1995-07-17,,KAYES,KAYES,KAYES-COM,
839,1995-05-25,1995-05-25,,KOULIKORO,KATI,SANANKORO,
840,1994-09-21,1994-09-21,,KOULIKORO,KOULIKORO,KOULIKORO,
841,1994-09-08,1994-09-08,,MOPTI,DOUENTZA,HOMBORI,
842,1994-08-05,1994-08-05,,KOULIKORO,DIOILA,MASSIGUI,
843,1989-08-01,1989-08-15,Mali,,,,
844,1988-08-01,1988-08-15,Mali,BAMAKO,,,
845,1988-08-01,1988-08-15,Mali,SEGOU,,,
846,1988-08-01,1988-08-15,Mali,KOULIKOROU,,,
847,1974-08-23,1974-08-23,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
848,1954-08-25,1954-08-25,,DISTRICT BAMAKO ,DISTRICT,DISTRICT,
849,1954-08-20,1954-08-20,,KAYES,BAFOULABE,BAFOULABE,
850,1954-08-20,1954-08-20,,TOMBOUCTO,TOMBOUCTO,,
851,1954-08-20,1954-08-20,,SIKASSO,SIKASSO,,
852,1906-08-21,1906-08-21,,KAYES,KAYES,,
853,1906-08-17,1906-08-17,,KOULIKORO,KOULIKORO,,
